country,year,iso_code,population,gdp,biofuel_cons_change_pct,biofuel_cons_change_twh,biofuel_cons_per_capita,biofuel_consumption,biofuel_elec_per_capita,biofuel_electricity,biofuel_share_elec,biofuel_share_energy,carbon_intensity_elec,coal_cons_change_pct,coal_cons_change_twh,coal_cons_per_capita,coal_consumption,coal_elec_per_capita,coal_electricity,coal_prod_change_pct,coal_prod_change_twh,coal_prod_per_capita,coal_production,coal_share_elec,coal_share_energy,electricity_demand,electricity_generation,electricity_share_energy,energy_cons_change_pct,energy_cons_change_twh,energy_per_capita,energy_per_gdp,fossil_cons_change_pct,fossil_cons_change_twh,fossil_elec_per_capita,fossil_electricity,fossil_energy_per_capita,fossil_fuel_consumption,fossil_share_elec,fossil_share_energy,gas_cons_change_pct,gas_cons_change_twh,gas_consumption,gas_elec_per_capita,gas_electricity,gas_energy_per_capita,gas_prod_change_pct,gas_prod_change_twh,gas_prod_per_capita,gas_production,gas_share_elec,gas_share_energy,greenhouse_gas_emissions,hydro_cons_change_pct,hydro_cons_change_twh,hydro_consumption,hydro_elec_per_capita,hydro_electricity,hydro_energy_per_capita,hydro_share_elec,hydro_share_energy,low_carbon_cons_change_pct,low_carbon_cons_change_twh,low_carbon_consumption,low_carbon_elec_per_capita,low_carbon_electricity,low_carbon_energy_per_capita,low_carbon_share_elec,low_carbon_share_energy,net_elec_imports,net_elec_imports_share_demand,nuclear_cons_change_pct,nuclear_cons_change_twh,nuclear_consumption,nuclear_elec_per_capita,nuclear_electricity,nuclear_energy_per_capita,nuclear_share_elec,nuclear_share_energy,oil_cons_change_pct,oil_cons_change_twh,oil_consumption,oil_elec_per_capita,oil_electricity,oil_energy_per_capita,oil_prod_change_pct,oil_prod_change_twh,oil_prod_per_capita,oil_production,oil_share_elec,oil_share_energy,other_renewable_consumption,other_renewable_electricity,other_renewable_exc_biofuel_electricity,other_renewables_cons_change_pct,other_renewables_cons_change_twh,other_renewables_elec_per_capita,other_renewables_elec_per_capita_exc_biofuel,other_renewables_energy_per_capita,other_renewables_share_elec,other_renewables_share_elec_exc_biofuel,other_renewables_share_energy,per_capita_electricity,primary_energy_consumption,renewables_cons_change_pct,renewables_cons_change_twh,renewables_consumption,renewables_elec_per_capita,renewables_electricity,renewables_energy_per_capita,renewables_share_elec,renewables_share_energy,solar_cons_change_pct,solar_cons_change_twh,solar_consumption,solar_elec_per_capita,solar_electricity,solar_energy_per_capita,solar_share_elec,solar_share_energy,wind_cons_change_pct,wind_cons_change_twh,wind_consumption,wind_elec_per_capita,wind_electricity,wind_energy_per_capita,wind_share_elec,wind_share_energy
Saint Lucia,2010,LCA,170950,1619438336.000,,,,,0.000,0.000,0.000,,694.444,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.360,0.360,,4.519,0.078,10512.177,1.110,,,2105.879,0.360,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.250,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,2105.879,0.360,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,2105.879,1.797,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Lucia,2011,LCA,172157,1661309952.000,,,,,0.000,0.000,0.000,,694.444,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.360,0.360,,1.498,0.027,10594.858,1.098,,,2091.115,0.360,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.250,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,2091.115,0.360,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,2091.115,1.824,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Lucia,2012,LCA,173139,1630854016.000,,,,,0.000,0.000,0.000,,694.444,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.360,0.360,,-0.455,-0.008,10486.784,1.113,,,2079.254,0.360,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.250,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,2079.254,0.360,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,2079.254,1.816,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Lucia,2013,LCA,173992,1636030976.000,,,,,0.000,0.000,0.000,,694.444,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.360,0.360,,-0.258,-0.005,10408.478,1.107,,,2069.061,0.360,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.250,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,2069.061,0.360,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,2069.061,1.811,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Lucia,2014,LCA,174814,1635704960.000,,,,,0.000,0.000,0.000,,694.444,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.360,0.360,,0.982,0.018,10461.293,1.118,,,2059.332,0.360,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.250,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,2059.332,0.360,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,2059.332,1.829,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Lucia,2015,LCA,175638,1670339968.000,,,,,0.000,0.000,0.000,,694.444,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.360,0.360,,0.681,0.012,10483.141,1.102,,,2049.670,0.360,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.250,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,2049.670,0.360,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,2049.670,1.841,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Lucia,2016,LCA,176429,1678211968.000,,,,,0.000,0.000,0.000,,702.703,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.370,0.370,,1.081,0.020,10549.006,1.109,,,2097.161,0.370,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.260,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,2097.161,0.370,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,2097.161,1.861,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Lucia,2017,LCA,177175,1722539136.000,,,,,0.000,0.000,0.000,,710.526,,,,,0.000,0.000,,,,,0.000,,0.380,0.380,,8.400,0.156,11386.956,1.171,,,2144.772,0.380,,,100.000,,,,,0.000,0.000,,,,,,0.000,,0.270,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,2144.772,0.380,,,,,,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,2144.772,2.017,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Lucia,2018,LCA,177894,1733778304.000,,,,,0.000,0.000,0.000,,702.703,,,,,0.000,0.000,,,,,0.000,,0.370,0.370,,-8.076,-0.163,10425.025,1.070,,,2079.890,0.370,,,100.000,,,,,0.000,0.000,,,,,,0.000,,0.260,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,2079.890,0.370,,,,,,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,2079.890,1.855,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Lucia,2019,LCA,178594,,,,,,0.000,0.000,0.000,,685.714,,,,,0.000,0.000,,,,,0.000,,0.350,0.350,,46.953,0.871,15259.877,,,,1959.752,0.350,,,100.000,,,,,0.000,0.000,,,,,,0.000,,0.240,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1959.752,0.350,,,,,,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1959.752,2.725,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Lucia,2020,LCA,179245,,,,,,0.000,0.000,0.000,,696.970,,,,,0.000,0.000,,,,,0.000,,0.330,0.330,,-15.746,-0.429,12810.415,,,,1841.056,0.330,,,100.000,,,,,0.000,0.000,,,,,,0.000,,0.230,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1841.056,0.330,,,,,,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1841.056,2.296,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Lucia,2021,LCA,179663,,,,,,0.000,0.000,0.000,,685.714,,,,,0.000,0.000,,,,,0.000,,0.350,0.350,,6.409,0.147,13599.725,,,,1948.092,0.350,,,100.000,,,,,0.000,0.000,,,,,,0.000,,0.240,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,1948.092,0.350,,,,,,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,1948.092,2.443,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,1980,SPM,6126,,,,,,,,,,,,,,,,,,,0.000,0.000,,,,,,,,101853.953,,,,,,,,,,,,,,,,,,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,,,,,,,,,,,,,,,0.624,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,1981,SPM,6114,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,-0.273,-0.002,101775.016,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.622,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,1982,SPM,6104,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,-10.000,-0.062,91747.586,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.560,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,1983,SPM,6150,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,11.111,0.062,101179.266,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.622,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,1984,SPM,6205,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,0.274,0.002,100557.188,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.624,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,1985,SPM,6253,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,-10.246,-0.064,89561.367,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.560,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,1986,SPM,6289,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,23.101,0.129,109619.938,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.689,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,1987,SPM,6322,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,28.556,0.197,140187.719,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.886,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,1988,SPM,6344,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,0.433,0.004,140306.531,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.890,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,1989,SPM,6343,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,20.730,0.185,169418.406,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,1.075,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,1990,SPM,6345,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,-5.898,-0.063,159376.406,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,1.011,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,1991,SPM,6374,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,-6.057,-0.061,149041.094,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.950,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,1992,SPM,6396,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,-7.921,-0.075,136763.297,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.875,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,1993,SPM,6423,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,-43.013,-0.376,77609.312,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.498,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,1994,SPM,6430,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,2.066,0.010,79126.555,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.509,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,1995,SPM,6439,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,-36.741,-0.187,49984.785,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.322,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,1996,SPM,6436,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,0.264,0.001,50140.258,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.323,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,1997,SPM,6415,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,-42.073,-0.136,29139.783,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.187,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,1998,SPM,6365,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,33.333,0.062,39158.258,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.249,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,1999,SPM,6319,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,0.000,0.000,39443.316,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,,,,,,0.249,,,,,,,,,,,,,,,,,,,,,,,,
Saint Pierre and Miquelon,2000,SPM,6300,,,,,,0.000,0.000,0.000,,750.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.040,0.040,,12.888,0.032,44661.230,,,,6349.207,0.040,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.030,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,6349.207,0.040,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,6349.207,0.281,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2001,SPM,6283,,,,,,0.000,0.000,0.000,,750.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.040,0.040,,0.000,0.000,44782.070,,,,6366.385,0.040,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.030,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,6366.385,0.040,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,6366.385,0.281,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2002,SPM,6264,,,,,,0.000,0.000,0.000,,800.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.050,0.050,,9.052,0.025,48984.074,,,,7982.120,0.050,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.040,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,7982.120,0.050,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,7982.120,0.307,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2003,SPM,6228,,,,,,0.000,0.000,0.000,,800.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.050,0.050,,12.581,0.039,55465.438,,,,8028.259,0.050,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.040,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,8028.259,0.050,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,8028.259,0.345,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2004,SPM,6186,,,,,,0.000,0.000,0.000,,800.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.050,0.050,,-3.687,-0.013,53783.301,,,,8082.768,0.050,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.040,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,8082.768,0.050,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,8082.768,0.333,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2005,SPM,6135,,,,,,0.000,0.000,0.000,,750.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.040,0.040,,3.828,0.013,56306.234,,,,6519.967,0.040,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.030,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,6519.967,0.040,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,6519.967,0.345,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2006,SPM,6105,,,,,,0.000,0.000,0.000,,750.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.040,0.040,,0.000,0.000,56582.922,,,,6552.006,0.040,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.030,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,6552.006,0.040,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,6552.006,0.345,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2007,SPM,6090,,,,,,0.000,0.000,0.000,,750.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.040,0.040,,3.687,0.013,58813.465,,,,6568.145,0.040,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.030,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,6568.145,0.040,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,6568.145,0.358,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2008,SPM,6085,,,,,,0.000,0.000,0.000,,750.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.040,0.040,,0.000,0.000,58861.789,,,,6573.542,0.040,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.030,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,6573.542,0.040,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,6573.542,0.358,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2009,SPM,6077,,,,,,0.000,0.000,0.000,,750.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.040,0.040,,0.000,0.000,58939.277,,,,6582.195,0.040,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.030,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,6582.195,0.040,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,6582.195,0.358,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2010,SPM,6075,,,,,,0.000,0.000,0.000,,750.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.040,0.040,,5.152,0.018,61996.320,,,,6584.362,0.040,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.030,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,6584.362,0.040,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,6584.362,0.377,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2011,SPM,6066,,,,,,0.000,0.000,0.000,,750.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.040,0.040,,0.670,0.003,62504.328,,,,6594.131,0.040,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.030,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,6594.131,0.040,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,6594.131,0.379,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2012,SPM,6048,,,,,,0.000,0.000,0.000,,750.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.040,0.040,,-1.374,-0.005,61828.691,,,,6613.757,0.040,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.030,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,6613.757,0.040,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,6613.757,0.374,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2013,SPM,6027,,,,,,0.000,0.000,0.000,,750.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.040,0.040,,2.388,0.009,63525.680,,,,6636.801,0.040,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.030,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,6636.801,0.040,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,6636.801,0.383,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
Saint Pierre and Miquelon,2014,SPM,6013,,,,,,0.000,0.000,0.000,,800.000,,,,,0.000,0.000,,0.000,0.000,0.000,0.000,,0.050,0.050,,4.215,0.016,66357.250,,,,8315.316,0.050,,,100.000,,,,,0.000,0.000,,,0.000,0.000,0.000,0.000,,0.040,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,0.000,0.000,,,,0.000,0.000,,0.000,,,,,8315.316,0.050,,,0.000,0.000,0.000,100.000,,,0.000,0.000,,,0.000,0.000,,0.000,0.000,,8315.316,0.399,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,,,,,0.000,0.000,,0.000,
